-,-,-
-966, -418, 191
-1036, -405, 236
-1155, -382, 139
-1299, -354, 92
-1451, -521, 313
-1504, -755, 560
-1486, -767, 515
-1342, -633, 509
-1123, -466, 595
-944, -369, 579
-794, -333, 548
-659, -314, 532
-533, -255, 487
-484, -223, 483
-312, -111, 449
-312, -111, 449
-264, -113, 346
-211, -56, 172
-231, -43, 16
-257, -36, -92
-310, -52, -106
-391, -61, -159
-502, -90, -162
-632, -116, -258
-779, -152, -390
-1005, -332, -350
-1253, -596, -245
-1460, -819, -237
-1565, -911, -308
-1588, -945, -326
-1529, -884, -242
-1398, -726, -125
-1246, -552, -49
-1100, -426, -31
-,-,-
-1367, -538, 416
-1390, -540, 512
-1319, -509, 487
-1220, -474, 489
-1090, -440, 532
-940, -420, 635
-782, -351, 632
-624, -270, 578
-624, -270, 578
-456, -168, 551
-275, -75, 388
-200, -96, 334
-138, -73, 203
-118, -17, 24
-135, 15, -69
-188, 25, -121
-188, 25, -121
-270, 40, -185
-411, 12, -304
-616, -127, -440
-880, -437, -236
-1142, -664, -203
-1401, -829, -208
-1528, -881, -189
-1545, -905, -129
-,-,-
-1058, -485, 269
-1173, -501, 378
-1299, -460, 221
-1452, -478, 105
-1452, -478, 105
-1552, -567, 191
-1548, -646, 419
-1448, -643, 537
-1252, -577, 512
-982, -485, 543
-720, -380, 599
-539, -294, 590
-399, -212, 518
-270, -182, 460
-175, -173, 379
-154, -187, 143
-209, -213, 54
-252, -125, -50
-270, -61, -85
-303, -17, -162
-303, -17, -162
-407, 46, -262
-545, -12, -375
-738, -225, -483
-984, -503, -597
-1264, -787, -662
-1446, -869, -704
-1474, -806, -528
-1427, -698, -284
-1340, -604, -123
-1255, -572, -87
-,-,-
-1198, -453, 197
-1421, -639, 254
-1596, -906, 135
-1679, -1038, -51
-1533, -882, 148
-1302, -549, 359
-1072, -311, 468
-881, -214, 527
-881, -214, 527
-698, -176, 508
-480, -144, 608
-221, -16, 668
26, 14, 603
99, -82, 467
87, -164, 195
87, -164, 195
-14, -210, -19
-125, -197, -171
-243, -157, -262
-425, -111, -380
-690, -151, -492
-881, -260, -595
-1139, -582, -575
-1369, -788, -601
-1478, -862, -521
-1456, -772, -400
-1380, -642, -155
-1280, -533, -45
-1196, -475, -35
-1135, -493, -44
-1081, -531, -68
-,-,-
-1167, -548, 138
-1291, -660, 244
-1392, -736, 226
-1488, -805, 158
-1508, -837, 260
-1433, -836, 504
-1268, -725, 688
-1065, -587, 784
-826, -466, 820
-573, -343, 778
-573, -343, 778
-341, -185, 647
-39, 44, 534
59, 90, 327
232, 177, 113
271, 156, -39
271, 156, -39
287, 226, -186
196, 322, -370
-65, 296, -484
-451, -148, -382
-916, -784, -282
-1354, -1251, -323
-1663, -1400, -520
-1740, -1282, -415
-1693, -1049, -253
-1587, -889, -103
-,-,-
-994, -333, -40
-1015, -409, 180
-1090, -554, 363
-1194, -513, 203
-1310, -529, 108
-1399, -572, 215
-1443, -604, 415
-1452, -607, 545
-1343, -558, 535
-1190, -596, 560
-952, -590, 658
-657, -460, 817
-364, -314, 769
-364, -314, 769
-162, -230, 577
-35, -182, 355
31, -151, 197
153, -35, -83
148, -6, -311
29, 95, -560
29, 95, -560
-151, 139, -664
-443, 12, -629
-840, -381, -588
-1263, -831, -465
-1576, -1134, -459
-1715, -1241, -407
-1685, -1155, -284
-,-,-
-1107, -397, 257
-1107, -397, 257
-1218, -386, 239
-1305, -407, 232
-1379, -511, 320
-1370, -599, 443
-1292, -607, 564
-1152, -511, 627
-984, -428, 709
-863, -341, 682
-686, -332, 659
-464, -299, 624
-231, -210, 467
0, -92, 329
219, 3, 183
219, 3, 183
208, 63, 28
67, 123, -299
-162, 114, -476
-162, 114, -476
-394, 9, -468
-683, -265, -408
-1086, -692, -438
-1439, -990, -682
-1642, -1129, -648
-1660, -1068, -428
-,-,-
-1170, -502, 293
-1243, -565, 374
-1401, -541, 341
-1514, -593, 498
-1492, -676, 708
-1366, -706, 751
-1138, -665, 728
-873, -523, 712
-590, -291, 677
-365, -109, 615
-180, -29, 554
-79, -31, 552
-79, -31, 552
45, 21, 323
44, -33, 187
62, -70, 50
62, -70, 50
-19, -109, -136
-128, -84, -312
-351, -62, -468
-687, -269, -621
-1088, -657, -554
-1466, -1003, -476
-1667, -1121, -435
-1702, -1051, -314
-1591, -891, -217
-1416, -711, -68
-1282, -545, -86
-,-,-
-1023, -426, 281
-1106, -465, 247
-1199, -498, 206
-1300, -527, 234
-1371, -552, 411
-1405, -571, 665
-1388, -524, 808
-1266, -475, 876
-1076, -430, 815
-840, -368, 729
-597, -326, 686
-597, -326, 686
-377, -273, 608
-146, -118, 452
67, -6, 187
172, -7, 8
225, -52, -159
225, -52, -159
285, -2, -206
199, 160, -132
-17, 367, -227
-361, 266, -371
-907, -456, -344
-1452, -1262, -371
-1863, -1748, -500
-,-,-
-944, -368, 166
-1016, -351, 157
-1132, -404, 120
-1267, -488, 134
-1394, -640, 233
-1472, -725, 263
-1476, -734, 397
-1400, -648, 578
-1241, -473, 660
-1054, -345, 701
-841, -326, 759
-841, -326, 759
-575, -286, 776
-248, -138, 729
71, 109, 629
288, 315, 431
356, 300, 121
264, 167, -199
55, 39, -482
55, 39, -482
-200, -106, -580
-598, -401, -507
-1045, -740, -430
-1397, -905, -512
-1624, -1076, -510
-1704, -1105, -275
-1624, -949, -106
-,-,-
-1040, -373, 110
-1092, -523, 260
-1159, -515, 243
-1266, -530, 197
-1337, -539, 245
-1391, -572, 343
-1383, -623, 571
-1287, -614, 724
-1118, -489, 639
-916, -353, 595
-704, -230, 527
-502, -163, 542
-344, -150, 523
-195, -41, 366
-76, 65, 196
-76, 65, 196
23, 127, -42
20, 51, -62
-61, -53, -82
-226, -119, -297
-226, -119, -297
-459, -252, -446
-752, -437, -414
-1031, -616, -366
-1280, -790, -367
-1464, -949, -280
-1555, -1063, -155
-,-,-
-1004, -333, 185
-1107, -347, 117
-1289, -399, 163
-1427, -551, 385
-1502, -663, 495
-1483, -693, 382
-1350, -644, 388
-1166, -541, 518
-963, -406, 573
-781, -333, 596
-606, -291, 600
-431, -195, 564
-255, -38, 461
-150, 35, 381
-150, 35, 381
-30, -5, 81
-51, -161, -79
-92, -213, -187
-140, -135, -290
-232, -52, -321
-406, -45, -340
-667, -193, -405
-991, -554, -353
-1286, -819, -307
-1479, -892, -264
-1578, -881, -178
-1602, -903, -125
-,-,-
-1086, -297, 81
-1157, -342, 206
-1272, -365, 284
-1431, -373, 275
-1560, -448, 306
-1596, -579, 511
-1502, -659, 744
-1315, -613, 859
-1064, -446, 804
-790, -263, 708
-523, -82, 602
-238, 111, 581
-39, 155, 477
-39, 155, 477
84, 73, 336
213, 66, 114
295, 113, -74
281, 153, -242
281, 153, -242
148, 130, -409
-115, -101, -437
-609, -524, -517
-1105, -828, -520
-1434, -870, -673
-1728, -999, -503
-1904, -1055, -388
-1924, -1046, -327
-,-,-
-1417, -660, 243
-1560, -827, 341
-1654, -890, 286
-1587, -805, 486
-1396, -636, 705
-1132, -402, 791
-820, -196, 820
-499, -64, 831
-256, 0, 749
-256, 0, 749
-39, 74, 650
64, 29, 566
215, 21, 276
215, 21, 276
327, -61, 36
296, -58, -114
92, 49, -276
92, 49, -276
-237, 47, -488
-704, -376, -593
-1176, -888, -710
-1549, -1140, -819
-1797, -1163, -754
-1845, -1030, -638
-,-,-
-1239, -428, 380
-1389, -585, 184
-1478, -779, 147
-1404, -823, 355
-1255, -690, 514
-1069, -472, 542
-872, -346, 673
-872, -346, 673
-684, -322, 698
-513, -331, 655
-342, -252, 562
-171, -23, 405
-29, 81, 301
36, 103, 104
8, 105, -87
8, 105, -87
-46, 119, -258
-141, 69, -369
-375, -152, -395
-768, -485, -482
-1188, -841, -501
-1539, -1111, -346
-1744, -1209, -144
-1755, -1100, -91
-,-,-
-1214, -428, 263
-1293, -446, 300
-1393, -527, 368
-1410, -572, 418
-1340, -561, 443
-1213, -501, 528
-1033, -421, 601
-831, -348, 596
-630, -272, 575
-441, -183, 534
-220, -63, 484
-220, -63, 484
-53, -10, 483
46, 10, 370
93, -65, 237
71, -80, 44
71, -80, 44
-32, 81, -64
-279, 243, -244
-590, 187, -445
-967, -390, -499
-1371, -1045, -488
-1604, -1169, -456
-1682, -1068, -157
-1607, -884, -61
-,-,-
-1190, -513, 360
-1240, -393, 145
-1343, -393, 146
-1409, -526, 351
-1394, -678, 522
-1312, -670, 474
-1169, -573, 419
-989, -437, 519
-791, -301, 582
-586, -182, 540
-381, -35, 495
-234, 44, 479
-234, 44, 479
-125, 46, 424
-3, 97, 486
64, 121, 368
64, 121, 368
71, 58, 156
4, -24, -91
-204, -160, -414
-539, -388, -519
-957, -643, -377
-1347, -806, -374
-1649, -982, -355
-1827, -1150, -352
-,-,-
-1218, -414, 152
-1361, -505, 277
-1519, -569, 395
-1591, -651, 572
-1527, -745, 606
-1318, -697, 571
-1028, -538, 522
-713, -349, 470
-462, -232, 450
-286, -151, 457
-157, -151, 484
-157, -109, 484
-87, -36, 461
12, 68, 281
-4, 91, 159
-73, 111, 19
-73, 111, 19
-182, 120, -145
-352, 2, -324
-588, -251, -533
-888, -527, -661
-1162, -669, -763
-1446, -833, -709
-1616, -944, -536
-1661, -965, -360
-,-,-
-1168, -330, 75
-1247, -394, 210
-1339, -429, 276
-1401, -434, 259
-1414, -443, 337
-1406, -474, 526
-1301, -468, 678
-1110, -432, 722
-871, -353, 636
-588, -261, 491
-321, -182, 384
-321, -182, 384
-55, -150, 272
102, -237, 159
219, -210, -139
176, -30, -444
36, 142, -288
-158, 240, -39
-403, 236, -25
-701, 27, -61
-701, 27, -61
-1073, -419, -112
-1442, -929, -285
-1665, -1143, -579
-,-,-
-969, -322, 212
-1032, -308, 232
-1090, -331, 112
-1202, -330, 124
-1321, -420, 242
-1401, -540, 389
-1384, -576, 474
-1288, -526, 538
-1148, -457, 618
-954, -366, 683
-736, -266, 713
-559, -229, 658
-443, -185, 500
-328, -105, 353
-205, -17, 235
-205, -17, 235
-78, 22, 69
-64, 12, -79
-120, -25, -296
-223, -114, -440
-378, -223, -493
-636, -353, -430
-984, -532, -377
-1326, -760, -354
-1574, -959, -323
-1673, -1013, -249
-,-,-
-1062, -331, 156
-1156, -394, 133
-1245, -427, 217
-1298, -446, 351
-1336, -449, 358
-1323, -490, 387
-1239, -445, 461
-1109, -402, 530
-980, -408, 548
-833, -400, 505
-687, -365, 441
-687, -365, 441
-504, -278, 445
-314, -160, 430
-135, -50, 304
-17, -38, 155
54, -70, 8
-7, -94, -159
-7, -94, -159
-170, 21, -417
-436, 35, -539
-787, -150, -550
-1248, -624, -475
-1605, -988, -439
-1743, -1104, -481
-,-,-
-1026, -394, 178
-1087, -408, 158
-1194, -430, 150
-1310, -499, 253
-1404, -525, 301
-1442, -572, 447
-1402, -545, 466
-1271, -494, 485
-1088, -465, 517
-865, -397, 547
-652, -307, 599
-652, -307, 599
-415, -199, 582
-184, -6, 479
14, 113, 212
61, 77, 131
50, 62, -86
50, 62, -86
-52, 74, -283
-187, 119, -406
-389, 49, -424
-698, -198, -360
-1036, -583, -353
-1307, -875, -430
-1498, -999, -419
-1586, -962, -401
-1579, -830, -383
-1518, -700, -315
-1434, -648, -259
-,-,-
-1065, -476, 219
-1151, -563, 215
-1316, -731, 246
-1459, -852, 305
-1486, -888, 376
-1418, -797, 584
-1335, -615, 668
-1250, -552, 738
-1125, -521, 648
-900, -501, 682
-617, -404, 846
-301, -124, 737
0, 111, 598
0, 111, 598
262, 168, 441
478, 90, 231
644, 161, -163
579, 183, -325
579, 183, -325
352, 202, -389
-191, -68, -524
-941, -794, -574
-1656, -1506, -679
-,-,-
-876, -298, 221
-954, -335, 273
-1089, -368, 229
-1249, -398, 142
-1415, -508, 216
-1533, -661, 436
-1528, -744, 711
-1386, -594, 819
-1179, -381, 800
-957, -253, 781
-957, -253, 781
-674, -203, 777
-392, -140, 778
-180, -108, 724
21, -34, 615
292, 13, 352
383, -1, 101
383, -1, 101
291, -2, -225
-49, 29, -639
-582, -103, -971
-1198, -551, -975
-1655, -944, -772
-,-,-
-933, -165, 39
-1039, -189, 92
-1147, -379, 383
-1259, -539, 465
-1450, -604, 367
-1576, -670, 475
-1581, -701, 617
-1472, -631, 718
-1267, -524, 791
-1013, -345, 727
-750, -154, 670
-487, -24, 581
-187, 119, 490
22, 88, 349
22, 88, 349
175, 95, -52
223, 40, -146
197, 7, -139
197, 7, -139
165, -5, -128
21, -50, -179
-186, -104, -407
-561, -235, -549
-1053, -594, -492
-1551, -1074, -403
-1923, -1349, -354
-,-,-
-1120, -416, 303
-1192, -423, 234
-1217, -474, 288
-1216, -513, 365
-1190, -517, 455
-1125, -453, 519
