-1040, -356, 544
-932, -297, 642
-837, -224, 699
-704, -156, 608
-556, -133, 555
-423, -90, 520
-275, -15, 505
-162, -5, 368
-122, -115, 333
-122, -115, 333
-74, -108, -11
-46, -35, -483
-197, 51, -872
-568, -94, -869
-1044, -545, -687
-1451, -1063, -523
-1682, -1262, -511
-1683, -1049, -392
-1512, -695, -187
-,-,-
-1007, -314, 236
-1097, -394, 250
-1176, -437, 198
-1259, -490, 193
-1298, -584, 364
-1323, -674, 561
-1269, -596, 564
-1122, -477, 530
-940, -383, 468
-940, -383, 468
-762, -314, 521
-586, -251, 565
-427, -149, 472
-295, -38, 284
-190, 29, 130
-163, 16, 44
-171, 32, -109
-171, 32, -109
-283, 6, -282
-423, -45, -404
-598, -120, -538
-857, -318, -535
-1118, -562, -571
-1298, -773, -639
-1379, -862, -619
-1404, -863, -542
-1369, -794, -475
-,-,-
-1073, -445, 236
-1184, -508, 219
-1325, -563, 33
-1457, -642, -37
-1502, -769, 172
-1458, -822, 361
-1347, -803, 530
-1179, -670, 652
-921, -471, 768
-921, -471, 768
-673, -306, 846
-439, -182, 847
-193, -40, 777
-8, -18, 721
138, -19, 590
206, -33, 312
204, -61, 189
204, -61, 189
93, 9, -51
-133, 136, -451
-357, 147, -700
-715, -162, -741
-1168, -816, -794
-1532, -1289, -1144
-1731, -1423, -1266
-1681, -1268, -881
-,-,-
-987, -364, 204
-987, -364, 204
-1087, -412, 240
-1113, -446, 191
-1197, -517, 227
-1227, -553, 298
-1223, -585, 376
-1203, -559, 469
-1145, -463, 451
-1052, -369, 476
-924, -298, 523
-781, -288, 547
-667, -273, 472
-559, -219, 327
-446, -155, 232
-322, -108, 167
-203, -77, 104
-150, -35, 35
-150, -35, 35
-189, -16, -122
-265, -15, -243
-445, -114, -343
-747, -398, -371
-1060, -758, -306
-1316, -973, -356
-1480, -1068, -414
-1532, -1036, -359
-,-,-
-1043, -421, 167
-1105, -420, 155
-1206, -440, 202
-1314, -523, 278
-1357, -604, 360
-1343, -624, 486
-1290, -582, 552
-1142, -490, 619
-957, -384, 649
-750, -238, 547
-523, -104, 514
-523, -104, 514
-287, 21, 452
-99, 70, 273
-11, 48, 95
-40, -59, 20
-40, -59, 20
-85, -124, -90
-202, -183, -261
-433, -153, -486
-745, -179, -725
-1072, -415, -808
-1329, -777, -653
-1458, -1022, -393
-1477, -1073, -241
-,-,-
-1067, -444, 170
-1148, -504, 178
-1240, -492, 50
-1358, -492, 80
-1406, -555, 305
-1404, -606, 467
-1339, -579, 636
-1209, -457, 724
-1037, -319, 736
-837, -223, 774
-837, -223, 774
-606, -201, 697
-327, -198, 615
-113, -164, 529
16, -153, 422
155, -123, 140
126, -128, -137
5, -85, -503
-244, -45, -780
-244, -45, -780
-516, -129, -866
-809, -262, -852
-1151, -619, -650
-1424, -942, -490
-1545, -1042, -428
-,-,-
-934, -341, 210
-934, -341, 210
-1035, -372, 171
-1094, -428, 238
-1213, -466, 264
-1322, -481, 270
-1419, -546, 370
-1429, -610, 563
-1357, -607, 642
-1203, -512, 631
-955, -379, 677
-711, -262, 704
-475, -169, 691
-244, -104, 588
-65, -68, 446
43, -43, 221
43, -43, 221
122, -23, 145
135, 35, -93
20, 49, -448
-279, -24, -707
-279, -24, -707
-659, -360, -654
-1057, -792, -544
-1350, -984, -515
-1524, -948, -500
-1574, -859, -415
-1455, -733, -301
-,-,-
-1001, -383, 213
-1113, -427, 219
-1232, -469, 223
-1368, -512, 172
-1445, -623, 254
-1463, -691, 411
-1438, -653, 421
-1438, -653, 421
-1328, -555, 533
-1148, -415, 645
-876, -242, 701
-467, -86, 852
-242, 27, 801
-76, 142, 630
47, 62, 493
157, -109, 242
157, -109, 242
188, -234, -82
96, -149, -478
-114, -104, -584
-400, -202, -538
-792, -515, -436
-1194, -864, -410
-1494, -998, -424
-1633, -960, -356
-1662, -862, -266
-,-,-
-999, -251, 239
-1080, -310, 346
-1187, -387, 413
-1291, -439, 304
-1364, -539, 380
-1386, -606, 547
-1322, -585, 719
-1189, -466, 618
-976, -367, 579
-722, -266, 589
-722, -266, 589
-483, -164, 523
-236, -51, 459
-62, -50, 307
41, 1, -30
66, -34, -124
66, -34, -165
16, 30, -165
-140, 89, -295
-384, 61, -359
-758, -190, -395
-1184, -665, -324
-1535, -1049, -405
-1736, -1224, -507
-1736, -1159, -448
-,-,-
-1037, -405, 158
-1102, -433, 120
-1179, -446, 175
-1267, -431, 229
-1302, -462, 357
-1313, -523, 443
-1293, -472, 484
-1219, -395, 533
-1122, -333, 558
-1017, -268, 511
-891, -216, 517
-760, -175, 548
-625, -128, 496
-450, -120, 458
-300, -172, 237
-127, -241, 101
-15, -258, -56
59, -135, -220
59, -135, -220
56, 70, -410
-46, 194, -596
-300, 140, -614
-667, -149, -534
-1162, -642, -287
-1633, -1066, -47
-1929, -1199, -33
-,-,-
-1088, -285, 108
-1147, -360, 277
-1247, -439, 371
-1364, -518, 380
-1439, -621, 408
-1430, -646, 438
-1347, -624, 583
-1170, -521, 652
-939, -348, 530
-702, -202, 430
-459, -100, 450
-233, -32, 488
-68, 56, 281
49, 96, 221
49, 96, 221
91, 92, 130
28, 132, -27
28, 132, -27
-158, 95, -290
-422, -49, -527
-781, -365, -558
-1219, -815, -488
-1550, -1083, -546
-,-,-
-1053, -337, 160
-1131, -327, 79
-1252, -427, 188
-1366, -578, 332
-1419, -675, 439
-1361, -612, 527
-1221, -463, 675
-993, -296, 748
-993, -296, 748
-751, -187, 720
-497, -120, 585
-221, -57, 490
-8, -29, 367
112, 34, 144
134, 52, -11
134, 52, -11
-15, 76, -288
-284, 15, -503
-585, -202, -552
-927, -561, -464
-1272, -930, -366
-1511, -1065, -348
-,-,-
-1004, -299, 149
-993, -379, 253
-1065, -420, 280
-1201, -427, 194
-1311, -448, 302
-1388, -546, 503
-1401, -576, 671
-1294, -505, 691
-1113, -355, 572
-862, -250, 551
-580, -179, 647
-291, -137, 651
-83, -60, 419
-83, -60, 419
35, -1, 260
38, 15, 2
-45, 0, -158
-45, 0, -158
-194, -34, -277
-433, -116, -396
-720, -241, -441
-1064, -573, -385
-1404, -927, -362
-,-,-
-1106, -392, 146
-1246, -468, 133
-1246, -468, 215
-1369, -573, 215
-1418, -735, 402
-1411, -778, 401
-1327, -724, 475
-1176, -588, 614
-967, -361, 634
-719, -135, 623
-444, 20, 592
-209, 45, 546
-63, 37, 427
14, 42, 297
14, 42, 297
94, 54, 81
25, 44, -131
25, 44, -131
-168, -26, -352
-412, -214, -474
-754, -535, -525
-1123, -803, -554
-,-,-
-1119, -419, 196
-1275, -540, 271
-1430, -710, 459
-1494, -718, 519
-1383, -616, 577
-1158, -466, 672
-890, -312, 720
-684, -198, 660
-457, -98, 598
-233, -40, 583
-84, -31, 412
56, -21, 302
56, -21, 302
120, -25, 216
79, 70, -56
-104, 27, -334
-104, 27, -334
-395, -199, -445
-833, -626, -482
-1274, -979, -781
-1552, -1073, -1094
-,-,-
-1139, -417, 180
-1235, -441, 288
-1280, -522, 422
-1322, -598, 454
-1277, -598, 470
-1172, -495, 537
-1000, -328, 685
-799, -183, 663
-616, -111, 599
-616, -111, 599
-450, -85, 545
-314, -81, 377
-193, -62, 242
-74, -47, 116
-41, -74, 36
-97, -96, -149
-97, -96, -149
-273, -92, -409
-512, -115, -559
-802, -303, -643
-1119, -649, -687
-1330, -922, -688
-1457, -1021, -603
-1500, -969, -410
-1466, -800, -237
-1415, -699, -135
-,-,-
-964, -368, 246
-957, -342, 276
-1030, -335, 306
-1176, -459, 482
-1354, -681, 461
-1488, -868, 525
-1495, -833, 630
-1334, -606, 673
-1087, -388, 682
-792, -274, 632
-482, -171, 530
-163, -26, 499
-163, -26, 499
128, 173, 473
355, 222, 50
366, 1, -259
278, -32, -447
19, -8, -498
19, -8, -498
-349, -59, -573
-823, -502, -570
-1297, -1116, -491
-1628, -1344, -554
-,-,-
-1003, -368, 215
-1082, -357, 206
-1207, -389, 187
-1362, -490, 244
-1458, -620, 406
-1443, -692, 563
-1332, -603, 617
-1136, -462, 640
-874, -315, 677
-589, -176, 694
-298, -71, 729
-100, -19, 659
-2, -22, 467
-2, -22, 467
55, -14, 149
65, -8, -143
-46, -20, -385
-280, -133, -563
-626, -396, -538
-1052, -779, -453
-1356, -960, -524
-1531, -1011, -575
-,-,-
-928, -330, 203
-928, -330, 203
-1057, -407, 241
-1135, -479, 279
-1260, -589, 324
-1396, -699, 386
-1440, -708, 475
-1341, -647, 659
-1128, -486, 686
-841, -365, 732
-533, -225, 669
-268, -52, 472
-90, 51, 318
-7, 55, 97
-7, 55, 97
35, -20, 0
28, -110, -124
-87, -90, -247
-87, -90, -247
-320, -103, -345
-666, -308, -461
-1056, -715, -484
-1384, -1050, -602
-,-,-
-1182, -366, 115
-1242, -426, 304
-1326, -475, 477
-1378, -442, 517
-1362, -414, 619
-1251, -460, 776
-1066, -475, 835
-830, -419, 705
-579, -295, 548
-330, -202, 502
-132, -144, 489
-132, -144, 489
-5, -140, 393
83, -78, 223
17, -14, 25
-89, 56, -112
-244, 104, -326
-244, 104, -326
-455, 27, -559
-801, -238, -679
-1230, -686, -614
-1564, -1001, -551
-1733, -1206, -405
-,-,-
-1080, -354, 182
-1168, -394, 164
-1271, -448, 155
-1348, -483, 249
-1412, -570, 444
-1387, -683, 569
-1281, -736, 568
-1068, -674, 631
-818, -477, 523
-515, -212, 431
-249, -47, 460
-49, -8, 381
66, -1, 182
66, -1, 182
134, 20, 51
144, 89, 24
144, 89, 24
12, 224, -159
-244, 197, -288
-634, -86, -365
-1073, -666, -319
-1423, -1164, -365
-1624, -1279, -626
-1661, -1146, -817
-1586, -950, -784
-1437, -754, -602
-,-,-
-979, -275, 179
-1021, -346, 385
-1070, -436, 369
-1190, -453, 262
-1263, -459, 256
-1263, -459, 256
-1308, -493, 352
-1341, -529, 486
-1266, -455, 551
-1138, -333, 565
-962, -260, 639
-742, -216, 699
-528, -129, 573
-353, -88, 348
-211, -84, 115
-130, -101, -33
-75, -133, -116
-74, -145, -219
-201, -44, -370
-444, 6, -498
-444, 6, -498
-772, -119, -486
-1231, -553, -259
-1578, -957, -119
-1737, -1084, -184
-,-,-
-1027, -320, 105
-1057, -312, 44
-1147, -375, 194
-1279, -492, 313
-1393, -500, 247
-1427, -508, 349
-1385, -490, 526
-1244, -442, 698
-1005, -332, 766
-730, -188, 660
-477, -83, 541
-241, 5, 442
-54, 81, 282
-54, 81, 282
11, 28, 43
32, -24, -150
-90, -55, -397
-90, -55, -397
-312, -71, -683
-638, -147, -665
-1019, -383, -400
-1343, -666, -259
-,-,-
-1120, -344, 54
-1221, -433, 196
-1383, -513, 253
-1546, -561, 271
-1562, -632, 477
-1413, -631, 782
-1121, -467, 844
-784, -255, 838
-459, -66, 762
-170, 90, 708
45, 89, 512
45, 89, 512
174, 12, 197
202, -57, -119
124, -11, -294
-71, 19, -473
-71, 19, -473
-395, -64, -628
-881, -554, -759
-1350, -937, -890
-1623, -986, -896
-1724, -909, -583
-1695, -831, -340
-1570, -701, -304
-1397, -632, -302
-,-,-
-1054, -374, 261
-1197, -403, 261
-1350, -537, 277
-1506, -653, 333
-1546, -707, 394
-1467, -636, 463
-1268, -450, 478
-1008, -281, 432
-714, -186, 551
-447, -143, 560
-447, -143, 560
-221, -90, 417
-84, 22, 275
6, 48, 233
35, -49, 139
35, -49, 139
-40, -119, -76
-193, -32, -308
-443, 38, -371
-787, -69, -449
-1224, -556, -475
-1556, -979, -579
-1701, -1037, -647
-1680, -957, -465
-,-,-
-1174, -384, 85
-1257, -441, 38
-1411, -556, 137
-1503, -680, 400
-1484, -702, 555
-1357, -617, 598
-1110, -489, 606
-806, -396, 655
-487, -238, 591
-172, -119, 541
47, -13, 402
47, -13, 402
158, 119, 154
183, -2, 72
175, -27, -135
175, -27, -135
-2, -41, -404
-273, -41, -671
-621, -198, -782
-1069, -625, -698
-1439, -946, -618
-1671, -1114, -575
-1790, -1151, -499
-,-,-
-976, -317, 151
-977, -334, 272
-1012, -353, 318
-1053, -360, 276
-1157, -390, 236
-1286, -451, 321
-1411, -551, 460
-1520, -625, 608
-1485, -561, 842
-1249, -481, 948
-903, -349, 913
-553, -173, 797
-225, -16, 568
-2, 38, 290
153, 38, 56
153, 38, 56
167, -109, -134
171, -120, -349
21, -126, -469
-260, -58, -569
-638, -155, -506
-1090, -493, -415
-1475, -862, -435
-1702, -1006, -481
-1747, -919, -408
-1684, -766, -252
-1558, -691, -129
-1409, -607, -171
-,-,-
-1195, -493, 319
-1190, -535, 524
-1156, -517, 512
-1110, -386, 422
-1021, -301, 498
-881, -253, 556
-738, -226, 561
-596, -149, 495
-483, -66, 431
-483, -66, 431
-407, -54, 382
-342, -91, 353
-291, -103, 275
-279, -45, 80
-319, -15, -126
-452, -66, -258
-607, -181, -271
-833, -325, -356
-1100, -555, -466
-1323, -729, -558
-1460, -814, -479
-1480, -789, -316
-1434, -670, -212
-1344, -495, -133
-,-,-
-1043, -391, 130
-1157, -484, 175
-1265, -544, 222
-1361, -574, 337
-1361, -574, 337
-1336, -600, 478
-1228, -520, 496
-1042, -387, 473
-866, -303, 475
-708, -274, 514
-524, -228, 474
-326, -106, 387
-159, 9, 301
-78, 62, 156
-60, 35, 91
-60, 35, 91
-125, -11, -13
-286, 38, -285
-557, 21, -536
-930, -222, -620
-1297, -654, -477
-1561, -1033, -266
-1685, -1153, -252
-1654, -980, -310
-,-,-
-939, -343, 226
-1032, -337, 155
-1177, -391, 161
-1398, -461, 258
-1598, -668, 537
-1658, -778, 755
-1539, -645, 729
-1273, -478, 711
-937, -342, 709
-564, -194, 701
-208, -57, 571
15, 76, 333
15, 76, 333
125, 100, 149
171, 40, 44
137, -51, -58
137, -51, -58
-17, -135, -260
-303, -176, -560
-647, -347, -727
-1027, -571, -634
-1358, -703, -591
-1547, -714, -566
-1607, -673, -499
-,-,-
-1151, -419, 65
-1271, -471, 112
-1398, -682, 334
-1450, -817, 551
-1380, -697, 512
-1172, -541, 534
-893, -410, 615
-656, -230, 670
-463, -60, 680
-300, 64, 607
-189, 104, 497
-189, 104, 497
-106, 87, 346
-37, 19, 223
-52, -50, 33
-155, -28, -264
-366, -41, -500
-366, -41, -500
-673, -242, -616
-1050, -631, -597
-1360, -890, -708
-,-,-
-1079, -396, 168
-1079, -396, 204
-1171, -503, 204
-1282, -651, 286
-1430, -709, 290
-1475, -665, 283
-1368, -588, 379
-1151, -445, 514
-911, -255, 644
-668, -121, 594
-446, 11, 494
-266, 37, 411
-141, 29, 310
-54, 3, 238
-54, 3, 238
-33, -20, 146
-79, 6, -12
-251, 11, -238
-251, 11, -238
-485, -118, -332
-799, -352, -405
-1123, -625, -543
-1354, -799, -800
-1496, -817, -1057
-1494, -758, -951
-1402, -672, -570
-,-,-
-993, -402, 258
-1092, -459, 320
-1205, -507, 258
-1280, -596, 324
-1304, -635, 442
-1273, -605, 536
-1208, -523, 552
-1077, -441, 596
-925, -365, 620
-729, -242, 595
-521, -115, 532
-309, 27, 450
-309, 27, 450
-140, 94, 298
-50, 94, 180
-26, 99, 27
-96, 48, -110
-96, 48, -110
-264, -10, -277
-579, -163, -437
-973, -542, -386
-1292, -895, -282
-1518, -1006, -423
-,-,-
-1110, -405, 268
-1201, -462, 296
-1313, -608, 307
-1345, -738, 383
-1286, -717, 353
-1144, -562, 300
-962, -385, 359
-796, -262, 424
-650, -136, 464
-513, -55, 375
-370, 7, 293
-231, 62, 245
-231, 62, 245
-142, 79, 129
-100, 91, -16
-137, 110, -157
-251, 41, -220
-456, -141, -256
-727, -414, -259
-1009, -605, -388
-1286, -742, -413
-1484, -828, -250
-1638, -879, -121
-,-,-
-1020, -372, 135
-1148, -464, 245
-1270, -546, 197
-1407, -569, 176
-1479, -671, 299
-1440, -761, 452
-1293, -730, 511
-1040, -573, 587
-830, -355, 604
-598, -208, 673
-598, -208, 673
-388, -120, 647
-218, -45, 489
-82, -21, 295
-12, -13, 41
13, -2, -132
13, -2, -132
-66, 19, -295
-256, 7, -397
-545, -65, -407
-882, -337, -383
-1217, -627, -429
-1432, -721, -565
-1535, -644, -645
-,-,-
-1008, -337, 180
-1103, -390, 186
-1203, -409, 183
-1286, -451, 202
-1373, -564, 339
-1384, -620, 423
-1297, -529, 411
-1212, -452, 408
-1071, -409, 535
-888, -315, 586
-689, -206, 572
-508, -95, 476
-321, -35, 429
-176, -7, 358
-73, 31, 222
-73, 31, 222
-45, 55, 47
-72, 81, -87
-188, 109, -230
-479, -31, -324
-479, -31, -324
-866, -353, -391
-1219, -718, -370
-1474, -915, -390
-1599, -927, -458
-,-,-
-1079, -419, 202
-1159, -445, 173
-1345, -618, 225
-1536, -720, 368
-1643, -777, 403
-1593, -725, 501
-1424, -608, 658
-1144, -449, 762
-820, -285, 717
-475, -145, 616
-87, -46, 481
284, 65, 311
284, 65, 311
532, 213, 165
556, 294, -37
391, 227, -130
78, 120, -356
78, 120, -356
-412, -150, -510
-1001, -655, -495
-1454, -961, -537
-1730, -977, -693
-1804, -888, -697
-1735, -833, -412
-,-,-
-959, -483, 201
-1087, -563, 110
-1087, -563, 110
-1291, -599, 78
-1469, -763, 134
-1597, -979, 364
-1657, -1076, 542
-1536, -917, 590
-1217, -659, 753
-867, -435, 886
-459, -171, 803
-91, 42, 656
184, 189, 417
365, 239, 180
423, 172, -16
423, 172, -16
341, 79, -307
79, 10, -666
-290, 101, -941
-709, -68, -916
-1107, -587, -648
-1491, -1130, -444
-,-,-
-1116, -422, 54
-1236, -534, 192
-1358, -701, 355
-1468, -768, 304
-1448, -685, 386
-1314, -504, 611
-1113, -346, 750
-933, -242, 647
-933, -242, 647
-716, -155, 534
-506, -95, 437
-283, -23, 413
-98, 41, 368
62, 59, 152
160, 0, -43
160, 0, -43
78, 38, -146
-165, 60, -254
-501, -76, -306
-924, -557, -258
-924, -557, -258
-1294, -1058, -319
-1600, -1133, -650
-1540, -804, -621
-,-,-
-964, -418, 200
-1040, -458, 178
-1186, -489, 46
-1303, -578, 33
-1430, -721, 124
-1514, -842, 239
-1477, -771, 356
-1329, -589, 519
-1105, -426, 630
-852, -295, 636
-543, -162, 635
-251, -32, 602
-42, 44, 495
89, 75, 333
89, 75, 333
130, 75, 95
70, 80, -253
70, 80, -253
-91, -17, -508
-321, -157, -590
-639, -312, -581
-1002, -548, -592
-1310, -758, -656
-1478, -886, -499
-1554, -994, -261
-,-,-
-948, -347, 273
-1057, -458, 212
-1279, -524, 86
-1562, -585, -124
-1735, -791, 4
-1694, -948, 258
-1472, -854, 423
-1136, -633, 596
-756, -300, 700
-756, -300, 700
-408, -12, 740
-141, 86, 726
38, 44, 604
108, -49, 418
141, -4, 176
141, -4, 176
17, 64, -98
-142, 66, -274
-353, -62, -356
-681, -290, -470
-1050, -650, -588
-1338, -838, -682
-1449, -796, -595
-1448, -693, -383
-1444, -728, -211
-,-,-
-1104, -464, 269
-1263, -562, 294
-1448, -668, 299
-1581, -800, 425
-1550, -787, 569
-1346, -636, 671
-988, -392, 711
-607, -180, 663
-266, -35, 630
-21, 19, 574
-21, 19, 574
137, 118, 433
195, 151, 160
152, 108, -125
-9, 52, -381
-9, 52, -381
-267, -180, -449
-597, -560, -479
-912, -780, -645
-1179, -884, -842
-1378, -874, -828
-1457, -813, -624
-,-,-
-1059, -367, 243
-1218, -545, 382
-1352, -653, 309
-1463, -706, 268
-1456, -789, 348
-1326, -842, 424
-1085, -698, 598
-739, -275, 687
-374, 60, 681
-374, 60, 681
-80, 238, 593
131, 314, 397
251, 243, 234
253, 194, 151
253, 194, 151
103, 236, -55
-159, 72, -387
-572, -360, -653
-1062, -836, -755
-1409, -1018, -846
-1606, -1104, -784
-1638, -1100, -533
-,-,-
-981, -459, 111
-1062, -493, 173
-1167, -503, 66
-1277, -521, -35
-1384, -666, 132
-1428, -721, 458
-1383, -664, 675
-1200, -499, 630
-924, -331, 693
-620, -174, 743
-331, 20, 690
-138, 153, 480
-30, 134, 263
-30, 134, 263
17, 77, 58
-17, -33, -58
-157, -118, -364
-394, -304, -732
-648, -543, -904
-869, -763, -869
-1045, -887, -643
-,-,-
-1157, -527, 245
-1251, -581, 170
-1317, -619, 160
-1316, -740, 398
-1226, -714, 494
-1019, -487, 500
-704, -247, 652
-448, -106, 687
-283, -22, 559
-165, 26, 324
-31, 29, 101
-31, 29, 101
42, -5, 5
-32, 0, -135
-32, 0, -135
-265, -16, -332
-577, -213, -388
-927, -625, -370
-1255, -1101, -295
-1456, -1137, -443
-,-,-
-1121, -326, 157
-1215, -454, 211
-1336, -598, 318
-1400, -659, 263
-1390, -697, 277
-1250, -634, 382
-1038, -531, 608
-794, -344, 799
-568, -149, 667
-347, 22, 578
-243, 119, 442
-243, 119, 442
-144, 79, 306
-45, -6, 180
-16, 0, -78
-100, -36, -353
-100, -36, -353
-317, -120, -507
-649, -349, -566
-1066, -740, -597
-1396, -1025, -712
-1575, -1090, -652
-,-,-
-1303, -513, 98
-1449, -720, 134
-1449, -720, 134
-1500, -865, 180
-1449, -817, 202
-1275, -634, 334
-998, -377, 496
-722, -166, 574
-445, -5, 570
-207, 47, 522
-17, 94, 350
117, 138, 150
117, 138, 150
180, 126, 10
99, -3, -115
-146, -64, -370
-529, -186, -664
-971, -635, -701
-1348, -987, -641
-1582, -1041, -644
-1657, -1004, -532
-1640, -888, -384
-1546, -807, -312
-,-,-
-995, -214, -240
-1025, -256, -158
-1189, -304, -112
-1429, -509, -83
-1629, -763, -108
-1689, -1168, 153
-1560, -1262, 408
-1245, -947, 577
-818, -468, 794
-369, -61, 898
49, 186, 778
329, 208, 558
511, 142, 149
511, 142, 149
542, -20, -263
304, -55, -515
-118, 84, -849
-571, -34, -1148
-998, -450, -1258
-1408, -1026, -1076
-,-,-
-861, -310, 93
-1007, -376, 8
-1007, -376, 8
-1182, -401, -157
-1417, -607, -19
-1645, -998, 258
-1725, -1126, 446
-1543, -974, 706
-1110, -591, 952
-629, -133, 947
-162, 122, 801
196, 193, 553
508, 162, 320
646, -12, -40
553, -43, -353
553, -43, -353
181, 6, -779
-298, -186, -1013
-832, -579, -983
-1360, -981, -949
-,-,-
-1023, -286, 42
-1223, -521, 130
-1473, -758, 165
-1638, -866, 137
-1648, -948, 213
-1487, -879, 435
-1160, -659, 632
-750, -315, 684
-327, -66, 663
72, 91, 628
72, 91, 628
374, 180, 496
589, 177, 219
555, 53, -250
555, 53, -250
226, 28, -761
-277, -209, -1071
-836, -682, -1136
-,-,-
-1157, -471, 155
-1237, -536, 259
-1382, -733, 354
-1442, -820, 329
-1334, -745, 365
-1059, -604, 487
-741, -399, 565
-416, -184, 571
-124, -3, 492
79, 53, 313
79, 53, 313
241, -18, 155
214, -81, -160
-9, -33, -560
-339, -75, -896
-339, -75, -896
-692, -256, -1072
-1073, -604, -1049
-1379, -953, -976
-,-,-
-1167, -414, 156
-1386, -427, -2
-1543, -600, 81
-1609, -841, 365
-1530, -840, 491
-1302, -650, 499
-1302, -650, 499
-956, -428, 621
-563, -230, 628
-171, -96, 612
166, 25, 464
327, 91, 280
403, 66, 157
403, 66, 157
276, 18, -56
-36, -4, -367
-392, -192, -672
-712, -498, -864
-1077, -848, -971
-1417, -996, -958
-,-,-
-1459, -588, 167
-1630, -727, 223
-1694, -820, 213
-1609, -869, 316
-1336, -735, 434
-939, -543, 542
-534, -316, 597
-534, -316, 597
-176, -55, 511
121, 69, 472
266, 104, 425
401, 66, 234
342, 60, -29
342, 60, -29
100, 135, -321
-198, -11, -581
-531, -331, -715
-943, -714, -784
-1363, -1056, -838
-1648, -1168, -763
-,-,-
-1184, -481, 97
-1307, -566, 38
-1385, -677, 197
-1396, -758, 288
-1295, -692, 287
-1144, -599, 401
-914, -505, 683
-658, -324, 687
-365, -93, 430
-365, -93, 430
-80, -7, 253
130, 36, 139
249, 84, 60
258, 8, -25
258, 8, -25
118, 2, -175
-188, -4, -432
-592, -185, -641
-1050, -706, -674
-1443, -1141, -759
-1674, -1240, -863
-,-,-
-1241, -420, 163
-1381, -560, 182
-1477, -699, 169
-1477, -751, 215
-1347, -695, 337
-1105, -640, 536
-808, -447, 472
-475, -258, 362
-143, -138, 361
82, -7, 380
211, 145, 274
211, 145, 274
195, 164, 107
44, 185, -139
-215, 59, -397
-491, -165, -546
-794, -531, -557
-1154, -866, -685
-1428, -1000, -876
-1580, -1042, -778
-,-,-
-1311, -572, 130
-1375, -700, 188
-1363, -735, 229
-1297, -689, 253
-1162, -603, 321
-985, -480, 431
-754, -308, 489
-490, -134, 548
-267, -2, 436
-95, 59, 258
-95, 59, 258
81, 79, 47
143, 8, -69
143, 8, -69
70, 60, -264
-160, 82, -511
-475, -27, -695
-861, -447, -697
-1287, -1064, -692
-1552, -1258, -874
-,-,-
-1307, -587, 137
-1304, -671, 281
-1272, -613, 260
-1197, -540, 266
-1063, -402, 336
-841, -264, 511
-579, -133, 626
-354, -16, 513
-185, 47, 370
-185, 47, 370
-78, 82, 279
17, 11, 249
31, -70, 137
31, -70, 137
-147, -136, -212
-444, -266, -528
-793, -549, -670
-1133, -904, -712
-1381, -974, -941
-1497, -972, -1067
-,-,-
-896, -242, -82
-984, -226, -110
-1132, -399, 74
-1387, -699, 92
-1628, -895, -116
-1779, -1034, -114
-1754, -1116, 111
-1520, -1154, 518
-1112, -841, 726
-625, -403, 797
-171, -77, 861
266, 150, 735
617, 223, 400
752, 287, -56
551, 328, -344
551, 328, -344
93, 250, -525
-414, -138, -773
-835, -717, -1107
-1201, -1263, -1302
-,-,-
-1158, -282, -155
-1307, -431, -199
-1467, -778, 74
-1603, -1038, 328
-1569, -1020, 386
-1325, -811, 612
-946, -506, 784
-640, -268, 849
-331, -95, 708
-27, -62, 535
256, -40, 429
256, -40, 429
402, -4, 217
358, 106, -157
126, 96, -502
-254, -29, -908
-715, -415, -1086
-1185, -992, -936
-1465, -1275, -839
-,-,-
-1167, -537, -10
-1337, -610, -15
-1525, -709, -51
-1640, -897, 8
-1623, -958, 83
-1453, -910, 237
-1181, -721, 455
-856, -456, 609
-515, -186, 577
-169, 55, 620
115, 68, 545
115, 68, 545
333, 114, 440
404, 128, 286
302, 209, -59
302, 209, -59
55, 192, -395
-252, 16, -573
-629, -329, -699
-1036, -877, -815
-1335, -1194, -939
-,-,-
-1124, -522, 90
-1308, -649, 11
-1484, -806, 91
-1560, -905, 187
-1479, -890, 285
-1263, -836, 366
-927, -703, 474
-565, -419, 569
-223, -120, 580
-223, -120, 580
47, 80, 496
195, 174, 358
226, 173, 154
74, 190, -145
-139, 83, -451
-139, 83, -451
-396, -179, -697
-683, -479, -736
-965, -846, -765
-1189, -1080, -885
-,-,-
-1023, -391, -1
-1157, -491, 93
-1355, -715, 177
-1355, -715, 177
-1516, -860, 244
-1554, -895, 367
-1450, -757, 435
-1211, -558, 509
-864, -403, 581
-520, -272, 573
-215, -134, 462
33, 4, 345
205, 104, 216
223, 85, 140
223, 85, 140
58, 178, -127
-227, 62, -478
-593, -303, -737
-979, -799, -873
-1253, -1242, -895
-1357, -1269, -963
-1341, -1100, -874
-,-,-
-1024, -354, -18
-1155, -477, -18
-1362, -656, 20
-1510, -767, 4
-1568, -887, 103
-1489, -890, 357
-1299, -768, 538
-1006, -515, 540
-672, -252, 459
-347, -106, 409
-18, 4, 395
-18, 4, 395
151, 52, 379
259, 71, 182
187, 88, 14
187, 88, 14
-33, 146, -228
-328, 12, -396
-636, -266, -557
-972, -653, -661
-1259, -1022, -770
-1441, -1159, -795
-1464, -1089, -669
-,-,-
-1137, -582, 165
-1283, -603, -39
-1456, -766, 20
-1534, -899, 183
-1480, -906, 275
-1298, -743, 328
-1045, -568, 473
-784, -341, 495
-547, -170, 432
-327, -133, 433
-104, -29, 411
-104, -29, 411
